X	Y	eta_m
375.000000	1875.000000	-0.112456
375.000000	1925.000000	0.092575
375.000000	1975.000000	0.096546
425.000000	-1975.000000	3.299863
425.000000	-1925.000000	2.403246
425.000000	-1875.000000	2.432300
425.000000	-1825.000000	1.459646
425.000000	-1775.000000	1.347381
425.000000	-1725.000000	1.640694
425.000000	-1675.000000	1.716041
425.000000	-1625.000000	3.152226
425.000000	-1575.000000	5.000000
425.000000	-1525.000000	7.026816
425.000000	-1475.000000	7.856383
425.000000	-1425.000000	8.056422
425.000000	-1375.000000	7.047339
425.000000	-1325.000000	5.502459
425.000000	-1275.000000	2.189255
425.000000	-1225.000000	1.322108
425.000000	-1175.000000	0.943225
425.000000	-1125.000000	0.517196
425.000000	-1075.000000	0.369115
425.000000	975.000000	-5.000000
425.000000	1025.000000	5.084886
425.000000	1075.000000	3.660949
425.000000	1125.000000	2.935384
425.000000	1175.000000	2.308224
425.000000	1225.000000	1.196630
425.000000	1275.000000	0.478441
425.000000	1325.000000	-0.377876
425.000000	1375.000000	-0.641840
425.000000	1425.000000	-0.930818
425.000000	1475.000000	-1.762062
425.000000	1525.000000	-2.105424
425.000000	1575.000000	-2.564915
425.000000	1625.000000	-2.818533
425.000000	1675.000000	-2.430660
425.000000	1725.000000	-2.142347
425.000000	1775.000000	-1.465608
425.000000	1825.000000	-0.902292
425.000000	1875.000000	-0.455829
425.000000	1925.000000	-0.356836
425.000000	1975.000000	-0.345604
475.000000	-1975.000000	4.004047
475.000000	-1925.000000	3.328638
475.000000	-1875.000000	2.426727
475.000000	-1825.000000	1.972223
475.000000	-1775.000000	1.860860
475.000000	-1725.000000	1.449761
475.000000	-1675.000000	1.669910
475.000000	-1625.000000	2.364961
475.000000	-1575.000000	3.562952
475.000000	-1525.000000	6.147229
475.000000	-1475.000000	7.648592
475.000000	-1425.000000	8.206446
475.000000	-1375.000000	7.820018
475.000000	-1325.000000	6.277228
475.000000	-1275.000000	2.772637
475.000000	-1225.000000	1.456636
475.000000	-1175.000000	0.949617
475.000000	-1125.000000	0.698304
475.000000	-1075.000000	0.442618
475.000000	975.000000	5.605954
475.000000	1025.000000	3.487594
475.000000	1075.000000	2.170192
475.000000	1125.000000	1.899528
475.000000	1175.000000	0.826028
475.000000	1225.000000	0.345191
475.000000	1275.000000	-0.255361
475.000000	1325.000000	-0.560069
475.000000	1375.000000	-1.013997
475.000000	1425.000000	-1.933086
475.000000	1475.000000	-2.239236
475.000000	1525.000000	-2.988249
475.000000	1575.000000	-3.121430
475.000000	1625.000000	-2.739253
475.000000	1675.000000	-2.560865
475.000000	1725.000000	-2.247802
475.000000	1775.000000	-1.697795
475.000000	1825.000000	-1.277681
475.000000	1875.000000	-1.270515
475.000000	1925.000000	-1.092709
475.000000	1975.000000	-1.231877
525.000000	-1975.000000	2.820898
525.000000	-1925.000000	2.488624
525.000000	-1875.000000	2.799918
525.000000	-1825.000000	2.052859
525.000000	-1775.000000	2.042040
525.000000	-1725.000000	1.341619
525.000000	-1675.000000	1.357564
525.000000	-1625.000000	1.701620
525.000000	-1575.000000	3.021946
525.000000	-1525.000000	5.000000
525.000000	-1475.000000	7.407244
525.000000	-1425.000000	8.210127
525.000000	-1375.000000	8.759059
525.000000	-1325.000000	6.749661
525.000000	-1275.000000	5.000000
525.000000	-1225.000000	1.988542
525.000000	-1175.000000	0.695817
525.000000	-1125.000000	0.588635
525.000000	875.000000	-5.000000
525.000000	925.000000	5.172444
525.000000	975.000000	1.806107
525.000000	1025.000000	3.169306
525.000000	1075.000000	1.899211
525.000000	1125.000000	1.108955
525.000000	1175.000000	0.496468
525.000000	1225.000000	0.077355
525.000000	1275.000000	-0.362447
525.000000	1325.000000	-1.268686
525.000000	1375.000000	-1.709186
525.000000	1425.000000	-2.464142
525.000000	1475.000000	-2.939067
525.000000	1525.000000	-3.501056
525.000000	1575.000000	-2.975468
525.000000	1625.000000	-2.958137
525.000000	1675.000000	-2.415456
525.000000	1725.000000	-2.365630
525.000000	1775.000000	-1.944444
525.000000	1825.000000	-1.848262
525.000000	1875.000000	-1.799936
525.000000	1925.000000	-2.272360
525.000000	1975.000000	-2.139568
575.000000	-1975.000000	2.356314
575.000000	-1925.000000	2.425764
575.000000	-1875.000000	2.557941
575.000000	-1825.000000	3.221497
575.000000	-1775.000000	2.691681
575.000000	-1725.000000	1.643367
575.000000	-1675.000000	1.767642
575.000000	-1625.000000	1.626294
575.000000	-1575.000000	2.467319
575.000000	-1525.000000	5.000000
575.000000	-1475.000000	6.656862
575.000000	-1425.000000	8.064481
575.000000	-1375.000000	8.950804
575.000000	-1325.000000	7.427602
575.000000	-1275.000000	5.000000
575.000000	-1225.000000	2.481758
575.000000	-1175.000000	0.684434
575.000000	-1125.000000	0.347858
575.000000	825.000000	-5.000000
575.000000	875.000000	1.190094
575.000000	925.000000	4.560104
575.000000	975.000000	2.326618
575.000000	1025.000000	1.721316
575.000000	1075.000000	0.728072
575.000000	1125.000000	0.389379
575.000000	1175.000000	-0.088425
575.000000	1225.000000	-0.399503
575.000000	1275.000000	-1.259485
575.000000	1325.000000	-1.418183
575.000000	1375.000000	-2.319365
575.000000	1425.000000	-2.861282
575.000000	1475.000000	-3.659692
575.000000	1525.000000	-3.270196
575.000000	1575.000000	-3.258613
575.000000	1625.000000	-2.462903
575.000000	1675.000000	-2.344004
575.000000	1725.000000	-2.050431
575.000000	1775.000000	-2.270936
575.000000	1825.000000	-2.155426
575.000000	1875.000000	-2.987911
575.000000	1925.000000	-3.751954
575.000000	1975.000000	-3.944185
625.000000	-1975.000000	1.830949
625.000000	-1925.000000	2.027262
625.000000	-1875.000000	2.510703
625.000000	-1825.000000	3.258668
625.000000	-1775.000000	2.741101
625.000000	-1725.000000	2.162911
625.000000	-1675.000000	1.783142
625.000000	-1625.000000	1.230895
625.000000	-1575.000000	1.991080
625.000000	-1525.000000	3.052877
625.000000	-1475.000000	5.481019
625.000000	-1425.000000	7.351076
625.000000	-1375.000000	8.336896
625.000000	-1325.000000	7.761106
625.000000	-1275.000000	5.467575
625.000000	-1225.000000	3.388020
625.000000	-1175.000000	0.383080
625.000000	-1125.000000	-0.097597
625.000000	775.000000	-5.000000
625.000000	825.000000	0.500476
625.000000	875.000000	3.905746
625.000000	925.000000	1.929536
625.000000	975.000000	1.029875
625.000000	1025.000000	1.013896
625.000000	1075.000000	0.355191
625.000000	1125.000000	0.079995
625.000000	1175.000000	-0.348580
625.000000	1225.000000	-0.876646
625.000000	1275.000000	-1.665325
625.000000	1325.000000	-2.532563
625.000000	1375.000000	-3.096283
625.000000	1425.000000	-4.192521
625.000000	1475.000000	-3.714117
625.000000	1525.000000	-3.831168
625.000000	1575.000000	-2.625510
625.000000	1625.000000	-2.390537
625.000000	1675.000000	-2.013125
625.000000	1725.000000	-2.102365
625.000000	1775.000000	-2.280681
625.000000	1825.000000	-2.992380
625.000000	1875.000000	-3.485539
625.000000	1925.000000	-5.000000
625.000000	1975.000000	-5.000000
675.000000	-1975.000000	1.672720
675.000000	-1925.000000	1.989471
675.000000	-1875.000000	2.572765
675.000000	-1825.000000	3.716012
675.000000	-1775.000000	3.124965
675.000000	-1725.000000	2.433730
675.000000	-1675.000000	2.056294
675.000000	-1625.000000	1.608186
675.000000	-1575.000000	1.704431
675.000000	-1525.000000	3.013047
675.000000	-1475.000000	5.000000
675.000000	-1425.000000	7.564390
675.000000	-1375.000000	7.738514
675.000000	-1325.000000	8.063283
675.000000	-1275.000000	6.124668
675.000000	-1225.000000	5.000000
675.000000	-1175.000000	0.384642
675.000000	-1125.000000	-2.007851
675.000000	725.000000	-5.000000
675.000000	775.000000	0.507177
675.000000	825.000000	4.488390
675.000000	875.000000	2.325250
675.000000	925.000000	1.284126
675.000000	975.000000	1.152139
675.000000	1025.000000	0.657480
675.000000	1075.000000	0.098292
675.000000	1125.000000	-0.538651
675.000000	1175.000000	-1.294996
675.000000	1225.000000	-2.257840
675.000000	1275.000000	-3.234021
675.000000	1325.000000	-3.582834
675.000000	1375.000000	-5.000000
675.000000	1425.000000	-4.723766
675.000000	1475.000000	-4.957022
675.000000	1525.000000	-3.421646
675.000000	1575.000000	-2.858395
675.000000	1625.000000	-2.148401
675.000000	1675.000000	-2.026802
675.000000	1725.000000	-2.061770
675.000000	1775.000000	-2.844657
675.000000	1825.000000	-3.455594
675.000000	1875.000000	-4.801235
675.000000	1925.000000	-6.157194
675.000000	1975.000000	-6.318307
725.000000	-1975.000000	1.445058
725.000000	-1925.000000	1.778201
725.000000	-1875.000000	2.429637
725.000000	-1825.000000	3.535579
725.000000	-1775.000000	2.954358
725.000000	-1725.000000	2.579822
725.000000	-1675.000000	2.058511
725.000000	-1625.000000	1.534574
725.000000	-1575.000000	1.428274
725.000000	-1525.000000	2.235336
725.000000	-1475.000000	3.399569
725.000000	-1425.000000	6.508123
725.000000	-1375.000000	7.030667
725.000000	-1325.000000	7.669028
725.000000	-1275.000000	6.820027
725.000000	-1225.000000	2.696789
725.000000	-1175.000000	-0.097369
725.000000	-1125.000000	-5.000000
725.000000	675.000000	-5.000000
725.000000	725.000000	0.460449
725.000000	775.000000	4.276410
725.000000	825.000000	2.440501
725.000000	875.000000	3.361533
725.000000	925.000000	1.381006
725.000000	975.000000	1.190688
725.000000	1025.000000	0.381350
725.000000	1075.000000	-0.087541
725.000000	1125.000000	-0.627708
725.000000	1175.000000	-1.434052
725.000000	1225.000000	-2.780940
725.000000	1275.000000	-3.725429
725.000000	1325.000000	-5.000000
725.000000	1375.000000	-5.666913
725.000000	1425.000000	-5.924250
725.000000	1475.000000	-4.666029
725.000000	1525.000000	-3.840919
725.000000	1575.000000	-2.691680
725.000000	1625.000000	-2.295705
725.000000	1675.000000	-2.482584
725.000000	1725.000000	-2.556353
725.000000	1775.000000	-3.462692
725.000000	1825.000000	-4.633248
725.000000	1875.000000	-5.450601
725.000000	1925.000000	-6.630865
725.000000	1975.000000	-6.342667
775.000000	-1975.000000	1.173280
775.000000	-1925.000000	1.543554
775.000000	-1875.000000	2.314429
775.000000	-1825.000000	3.121511
775.000000	-1775.000000	2.888753
775.000000	-1725.000000	2.634331
775.000000	-1675.000000	2.263033
775.000000	-1625.000000	1.667320
775.000000	-1575.000000	1.349562
775.000000	-1525.000000	1.839532
775.000000	-1475.000000	2.672173
775.000000	-1425.000000	5.568634
775.000000	-1375.000000	6.658652
775.000000	-1325.000000	8.378969
775.000000	-1275.000000	5.940421
775.000000	-1225.000000	3.803233
775.000000	-1175.000000	-1.187669
775.000000	-1125.000000	-3.040040
775.000000	-1075.000000	-5.000000
775.000000	625.000000	-3.070606
775.000000	675.000000	0.428647
775.000000	725.000000	5.592391
775.000000	775.000000	2.967281
775.000000	825.000000	3.818891
775.000000	875.000000	2.013317
775.000000	925.000000	0.930150
775.000000	975.000000	0.739178
775.000000	1025.000000	0.049792
775.000000	1075.000000	-0.289086
775.000000	1125.000000	-1.091815
775.000000	1175.000000	-2.200038
775.000000	1225.000000	-3.282539
775.000000	1275.000000	-5.000000
775.000000	1325.000000	-5.660453
775.000000	1375.000000	-6.412291
775.000000	1425.000000	-5.730997
775.000000	1475.000000	-5.000000
775.000000	1525.000000	-3.520228
775.000000	1575.000000	-3.095574
775.000000	1625.000000	-2.821753
775.000000	1675.000000	-2.941550
775.000000	1725.000000	-3.467620
775.000000	1775.000000	-3.985500
775.000000	1825.000000	-5.000000
775.000000	1875.000000	-6.027193
775.000000	1925.000000	-6.604883
775.000000	1975.000000	-6.278593
825.000000	-1975.000000	0.877350
825.000000	-1925.000000	1.202750
825.000000	-1875.000000	1.760761
825.000000	-1825.000000	2.460318
825.000000	-1775.000000	2.255665
825.000000	-1725.000000	2.369878
825.000000	-1675.000000	1.912011
825.000000	-1625.000000	1.481590
825.000000	-1575.000000	0.873722
825.000000	-1525.000000	1.268390
825.000000	-1475.000000	1.784468
825.000000	-1425.000000	4.162000
825.000000	-1375.000000	5.274613
825.000000	-1325.000000	7.786692
825.000000	-1275.000000	5.579695
825.000000	-1225.000000	3.349727
825.000000	-1175.000000	-0.949289
825.000000	-1125.000000	-3.263745
825.000000	-1075.000000	-3.599705
825.000000	-1025.000000	-5.000000
825.000000	475.000000	-5.000000
825.000000	525.000000	-5.000000
825.000000	575.000000	-5.000000
825.000000	625.000000	2.778853
825.000000	675.000000	3.405345
825.000000	725.000000	6.312919
825.000000	775.000000	3.399998
825.000000	825.000000	2.081081
825.000000	875.000000	1.924324
825.000000	925.000000	0.850147
825.000000	975.000000	0.636982
825.000000	1025.000000	0.000163
825.000000	1075.000000	-0.477174
825.000000	1125.000000	-1.511637
825.000000	1175.000000	-2.457360
825.000000	1225.000000	-4.445983
825.000000	1275.000000	-5.000000
825.000000	1325.000000	-6.197062
825.000000	1375.000000	-6.067175
825.000000	1425.000000	-5.000000
825.000000	1475.000000	-4.195885
825.000000	1525.000000	-3.581376
825.000000	1575.000000	-3.252076
825.000000	1625.000000	-3.213360
825.000000	1675.000000	-3.909998
825.000000	1725.000000	-4.334436
825.000000	1775.000000	-5.000000
825.000000	1825.000000	-6.408341
825.000000	1875.000000	-6.453851
825.000000	1925.000000	-6.321202
825.000000	1975.000000	-5.965152
875.000000	-1975.000000	0.652132
875.000000	-1925.000000	0.988558
875.000000	-1875.000000	1.526989
875.000000	-1825.000000	1.612950
875.000000	-1775.000000	1.969336
875.000000	-1725.000000	2.050383
875.000000	-1675.000000	1.899873
875.000000	-1625.000000	1.237815
875.000000	-1575.000000	0.959921
875.000000	-1525.000000	0.766667
875.000000	-1475.000000	1.376403
875.000000	-1425.000000	2.580442
875.000000	-1375.000000	5.742910
875.000000	-1325.000000	5.000000
875.000000	-1275.000000	5.000000
875.000000	-1225.000000	4.274498
875.000000	-1175.000000	1.178379
875.000000	-1125.000000	-1.205938
875.000000	-1075.000000	-3.932803
875.000000	-1025.000000	-5.000000
875.000000	-25.000000	-4.803922
875.000000	425.000000	-5.000000
875.000000	475.000000	0.067204
875.000000	525.000000	0.435452
875.000000	575.000000	5.000000
875.000000	625.000000	2.591196
875.000000	675.000000	6.513123
875.000000	725.000000	5.000000
875.000000	775.000000	2.711488
875.000000	825.000000	1.478560
875.000000	875.000000	1.574130
875.000000	925.000000	0.578276
875.000000	975.000000	0.343434
875.000000	1025.000000	-0.307091
875.000000	1075.000000	-0.885391
875.000000	1125.000000	-2.010546
875.000000	1175.000000	-3.775637
875.000000	1225.000000	-4.488015
875.000000	1275.000000	-5.878246
875.000000	1325.000000	-5.794041
875.000000	1375.000000	-5.000000
875.000000	1425.000000	-4.461779
875.000000	1475.000000	-3.862154
875.000000	1525.000000	-3.301075
875.000000	1575.000000	-3.474913
875.000000	1625.000000	-3.925920
875.000000	1675.000000	-4.586077
875.000000	1725.000000	-5.866680
875.000000	1775.000000	-6.100067
875.000000	1825.000000	-7.135091
875.000000	1875.000000	-6.469004
875.000000	1925.000000	-6.011996
875.000000	1975.000000	-5.532061
925.000000	-1975.000000	0.383638
925.000000	-1925.000000	0.696675
925.000000	-1875.000000	1.173213
925.000000	-1825.000000	1.049879
925.000000	-1775.000000	1.227372
925.000000	-1725.000000	1.678767
925.000000	-1675.000000	1.446361
925.000000	-1625.000000	1.027172
925.000000	-1575.000000	0.698178
925.000000	-1525.000000	0.326464
925.000000	-1475.000000	0.761527
925.000000	-1425.000000	1.676389
925.000000	-1375.000000	3.766984
925.000000	-1325.000000	2.663676
925.000000	-1275.000000	3.192126
925.000000	-1225.000000	3.392796
925.000000	-1175.000000	1.262605
925.000000	-1125.000000	-1.903767
925.000000	-1075.000000	-3.188763
925.000000	-1025.000000	-4.885230
925.000000	-975.000000	-15.000000
925.000000	425.000000	-1.102006
925.000000	475.000000	-0.745795
925.000000	525.000000	1.353126
925.000000	575.000000	6.473620
925.000000	625.000000	5.000000
925.000000	675.000000	5.000000
925.000000	725.000000	2.488503
925.000000	775.000000	1.546351
925.000000	825.000000	1.622370
925.000000	875.000000	1.053700
925.000000	925.000000	0.372561
925.000000	975.000000	0.099464
925.000000	1025.000000	-0.563851
925.000000	1075.000000	-1.374332
925.000000	1125.000000	-3.197956
925.000000	1175.000000	-3.944136
925.000000	1225.000000	-5.000000
925.000000	1275.000000	-5.470745
925.000000	1325.000000	-5.000000
925.000000	1375.000000	-4.328891
925.000000	1425.000000	-3.565565
925.000000	1475.000000	-3.085635
925.000000	1525.000000	-3.227095
925.000000	1575.000000	-3.631061
925.000000	1625.000000	-4.500801
925.000000	1675.000000	-5.666862
925.000000	1725.000000	-6.515371
925.000000	1775.000000	-6.982922
925.000000	1825.000000	-7.279009
925.000000	1875.000000	-6.597469
925.000000	1925.000000	-5.486157
925.000000	1975.000000	-4.926202
975.000000	-1975.000000	0.164269
975.000000	-1925.000000	0.364674
975.000000	-1875.000000	0.778317
975.000000	-1825.000000	0.529238
975.000000	-1775.000000	0.920512
975.000000	-1725.000000	1.230393
975.000000	-1675.000000	1.296125
975.000000	-1625.000000	0.867802
975.000000	-1575.000000	0.556654
975.000000	-1525.000000	0.179476
975.000000	-1475.000000	0.348689
975.000000	-1425.000000	0.974660
975.000000	-1375.000000	2.669196
975.000000	-1325.000000	1.724879
975.000000	-1275.000000	2.372776
975.000000	-1225.000000	3.237605
975.000000	-1175.000000	1.846281
975.000000	-1125.000000	-1.247081
975.000000	-1075.000000	-2.860425
975.000000	-1025.000000	-5.000000
975.000000	-975.000000	-15.000000
975.000000	375.000000	-0.534410
975.000000	425.000000	-0.786379
975.000000	475.000000	0.020345
975.000000	525.000000	1.775186
975.000000	575.000000	5.527154
975.000000	625.000000	2.967368
975.000000	675.000000	2.788721
975.000000	725.000000	1.467542
975.000000	775.000000	1.995443
975.000000	825.000000	1.098728
975.000000	875.000000	0.694233
975.000000	925.000000	0.163683
975.000000	975.000000	-0.233497
975.000000	1025.000000	-1.016042
975.000000	1075.000000	-2.299640
975.000000	1125.000000	-3.518584
975.000000	1175.000000	-5.000000
975.000000	1225.000000	-5.348641
975.000000	1275.000000	-5.000000
975.000000	1325.000000	-4.531183
975.000000	1375.000000	-3.421588
975.000000	1425.000000	-2.784623
975.000000	1475.000000	-2.780396
975.000000	1525.000000	-3.007674
975.000000	1575.000000	-3.883394
975.000000	1625.000000	-4.866580
975.000000	1675.000000	-6.164256
975.000000	1725.000000	-7.141514
975.000000	1775.000000	-7.216592
975.000000	1825.000000	-7.442127
975.000000	1875.000000	-6.367126
975.000000	1925.000000	-4.882579
975.000000	1975.000000	-4.329779
1025.000000	-1975.000000	-0.072004
1025.000000	-1925.000000	0.080647
1025.000000	-1875.000000	0.301377
1025.000000	-1825.000000	0.119733
1025.000000	-1775.000000	0.348847
1025.000000	-1725.000000	0.899555
1025.000000	-1675.000000	0.815213
1025.000000	-1625.000000	0.697191
1025.000000	-1575.000000	0.312164
1025.000000	-1525.000000	0.057607
1025.000000	-1475.000000	-0.067562
1025.000000	-1425.000000	0.589635
1025.000000	-1375.000000	1.831159
1025.000000	-1325.000000	1.218686
1025.000000	-1275.000000	1.953705
1025.000000	-1225.000000	3.113332
1025.000000	-1175.000000	2.475452
1025.000000	-1125.000000	-0.780463
1025.000000	-1075.000000	-3.321361
1025.000000	-1025.000000	-5.000000
1025.000000	-975.000000	-15.000000
1025.000000	-925.000000	-15.000000
1025.000000	375.000000	1.811235
1025.000000	425.000000	-1.036525
1025.000000	475.000000	0.554508
1025.000000	525.000000	1.765556
1025.000000	575.000000	5.000000
1025.000000	625.000000	2.542504
1025.000000	675.000000	2.362378
1025.000000	725.000000	1.156171
1025.000000	775.000000	1.671856
1025.000000	825.000000	0.707047
1025.000000	875.000000	0.487445
1025.000000	925.000000	-0.248854
1025.000000	975.000000	-0.675500
1025.000000	1025.000000	-1.657989
1025.000000	1075.000000	-2.624430
1025.000000	1125.000000	-4.251602
1025.000000	1175.000000	-4.783446
1025.000000	1225.000000	-5.000000
1025.000000	1275.000000	-4.573024
1025.000000	1325.000000	-3.788245
1025.000000	1375.000000	-2.939363
1025.000000	1425.000000	-2.415613
1025.000000	1475.000000	-2.537279
1025.000000	1525.000000	-3.086262
1025.000000	1575.000000	-3.981070
1025.000000	1625.000000	-5.000000
1025.000000	1675.000000	-6.471943
1025.000000	1725.000000	-7.507426
1025.000000	1775.000000	-7.483475
1025.000000	1825.000000	-7.322572
1025.000000	1875.000000	-6.217421
1025.000000	1925.000000	-4.302273
1025.000000	1975.000000	-3.859302
1075.000000	-1975.000000	-0.508422
1075.000000	-1925.000000	-0.261033
1075.000000	-1875.000000	-0.052203
1075.000000	-1825.000000	-0.293189
1075.000000	-1775.000000	0.026251
1075.000000	-1725.000000	0.322938
1075.000000	-1675.000000	0.571466
1075.000000	-1625.000000	0.423661
1075.000000	-1575.000000	0.295256
1075.000000	-1525.000000	-0.106580
1075.000000	-1475.000000	-0.169583
1075.000000	-1425.000000	-0.015263
1075.000000	-1375.000000	1.076514
1075.000000	-1325.000000	0.866870
1075.000000	-1275.000000	1.526413
1075.000000	-1225.000000	2.678595
1075.000000	-1175.000000	2.765571
1075.000000	-1125.000000	0.241565
1075.000000	-1075.000000	-3.609133
1075.000000	-1025.000000	-7.823946
1075.000000	-975.000000	-9.344252
1075.000000	-925.000000	-9.864433
1075.000000	-875.000000	-10.029143
1075.000000	325.000000	-5.000000
1075.000000	375.000000	1.186336
1075.000000	425.000000	-1.065961
1075.000000	475.000000	0.616136
1075.000000	525.000000	1.197423
1075.000000	575.000000	3.849343
1075.000000	625.000000	1.881096
1075.000000	675.000000	1.564306
1075.000000	725.000000	1.637764
1075.000000	775.000000	0.942505
1075.000000	825.000000	0.570138
1075.000000	875.000000	-0.105269
1075.000000	925.000000	-0.476280
1075.000000	975.000000	-1.043019
1075.000000	1025.000000	-2.141285
1075.000000	1075.000000	-3.056998
1075.000000	1125.000000	-4.500893
1075.000000	1175.000000	-4.807925
1075.000000	1225.000000	-4.630844
1075.000000	1275.000000	-3.762189
1075.000000	1325.000000	-3.238700
1075.000000	1375.000000	-2.415524
1075.000000	1425.000000	-2.220844
1075.000000	1475.000000	-2.461698
1075.000000	1525.000000	-3.132267
1075.000000	1575.000000	-4.214597
1075.000000	1625.000000	-5.000000
1075.000000	1675.000000	-6.758881
1075.000000	1725.000000	-7.625091
1075.000000	1775.000000	-7.402506
1075.000000	1825.000000	-7.125243
1075.000000	1875.000000	-5.000000
1075.000000	1925.000000	-3.740323
1075.000000	1975.000000	-3.415383
1125.000000	-1975.000000	-0.876512
1125.000000	-1925.000000	-0.579938
1125.000000	-1875.000000	-0.427505
1125.000000	-1825.000000	-0.643828
1125.000000	-1775.000000	-0.349275
1125.000000	-1725.000000	0.074052
1125.000000	-1675.000000	0.111372
1125.000000	-1625.000000	0.203897
1125.000000	-1575.000000	0.039214
1125.000000	-1525.000000	-0.162117
1125.000000	-1475.000000	-0.581075
1125.000000	-1425.000000	-0.007143
1125.000000	-1375.000000	0.615393
1125.000000	-1325.000000	0.448050
1125.000000	-1275.000000	1.214950
1125.000000	-1225.000000	2.219389
1125.000000	-1175.000000	2.955114
1125.000000	-1125.000000	1.146392
1125.000000	-1075.000000	-2.433798
1125.000000	-1025.000000	-7.511783
1125.000000	-975.000000	-9.363971
1125.000000	-925.000000	-9.772410
1125.000000	-875.000000	-10.172175
1125.000000	-825.000000	-9.061423
1125.000000	-775.000000	-11.888322
1125.000000	-725.000000	-15.000000
1125.000000	325.000000	-4.576091
1125.000000	375.000000	0.834998
1125.000000	425.000000	0.459646
1125.000000	475.000000	0.888722
1125.000000	525.000000	1.008178
1125.000000	575.000000	3.041019
1125.000000	625.000000	1.136682
1125.000000	675.000000	2.244555
1125.000000	725.000000	1.043306
1125.000000	775.000000	0.746829
1125.000000	825.000000	-0.051007
1125.000000	875.000000	-0.361174
1125.000000	925.000000	-0.952677
1125.000000	975.000000	-1.588652
1125.000000	1025.000000	-2.668004
1125.000000	1075.000000	-3.762063
1125.000000	1125.000000	-4.479810
1125.000000	1175.000000	-4.237893
1125.000000	1225.000000	-3.825140
1125.000000	1275.000000	-2.984669
1125.000000	1325.000000	-2.709348
1125.000000	1375.000000	-2.133124
1125.000000	1425.000000	-2.136553
1125.000000	1475.000000	-2.516225
1125.000000	1525.000000	-3.201619
1125.000000	1575.000000	-4.370369
1125.000000	1625.000000	-5.885908
1125.000000	1675.000000	-6.829476
1125.000000	1725.000000	-7.661110
1125.000000	1775.000000	-7.310812
1125.000000	1825.000000	-6.803424
1125.000000	1875.000000	-5.000000
1125.000000	1925.000000	-3.377601
1125.000000	1975.000000	-3.155466
1175.000000	-1975.000000	-1.196970
1175.000000	-1925.000000	-1.043526
1175.000000	-1875.000000	-0.876603
1175.000000	-1825.000000	-1.108340
1175.000000	-1775.000000	-0.712587
1175.000000	-1725.000000	-0.408114
1175.000000	-1675.000000	-0.109345
1175.000000	-1625.000000	-0.018749
1175.000000	-1575.000000	-0.054115
1175.000000	-1525.000000	-0.545552
1175.000000	-1475.000000	-0.734535
1175.000000	-1425.000000	-0.658480
1175.000000	-1375.000000	0.300080
1175.000000	-1325.000000	0.795922
1175.000000	-1275.000000	0.481753
1175.000000	-1225.000000	1.231809
1175.000000	-1175.000000	2.392922
1175.000000	-1125.000000	2.227297
1175.000000	-1075.000000	-0.503686
1175.000000	-1025.000000	-5.000000
1175.000000	-975.000000	-8.743928
1175.000000	-925.000000	-9.724797
1175.000000	-875.000000	-10.170751
1175.000000	-825.000000	-9.855181
1175.000000	-775.000000	-10.270007
1175.000000	-725.000000	-15.000000
1175.000000	-325.000000	-15.000000
1175.000000	-275.000000	-15.000000
1175.000000	-225.000000	-15.000000
1175.000000	275.000000	-5.000000
1175.000000	325.000000	5.000000
1175.000000	375.000000	2.018333
1175.000000	425.000000	1.688888
1175.000000	475.000000	1.185873
1175.000000	525.000000	1.103838
1175.000000	575.000000	3.251332
1175.000000	625.000000	1.339712
1175.000000	675.000000	1.924418
1175.000000	725.000000	0.939563
1175.000000	775.000000	0.211013
1175.000000	825.000000	-0.129848
1175.000000	875.000000	-0.607524
1175.000000	925.000000	-1.147130
1175.000000	975.000000	-1.813827
1175.000000	1025.000000	-3.207485
1175.000000	1075.000000	-3.644903
1175.000000	1125.000000	-4.334845
1175.000000	1175.000000	-3.780921
1175.000000	1225.000000	-3.185986
1175.000000	1275.000000	-2.534080
1175.000000	1325.000000	-2.290658
1175.000000	1375.000000	-1.993576
1175.000000	1425.000000	-2.104765
1175.000000	1475.000000	-2.607479
1175.000000	1525.000000	-3.280370
1175.000000	1575.000000	-4.411692
1175.000000	1625.000000	-5.891946
1175.000000	1675.000000	-6.835362
1175.000000	1725.000000	-7.477976
1175.000000	1775.000000	-7.050912
1175.000000	1825.000000	-6.361759
1175.000000	1875.000000	-4.943424
1175.000000	1925.000000	-2.972756
1175.000000	1975.000000	-2.835662
1225.000000	-1975.000000	-1.423382
1225.000000	-1925.000000	-1.460093
1225.000000	-1875.000000	-1.484209
1225.000000	-1825.000000	-1.582642
1225.000000	-1775.000000	-1.267876
1225.000000	-1725.000000	-0.809797
1225.000000	-1675.000000	-0.622458
1225.000000	-1625.000000	-0.261960
1225.000000	-1575.000000	-0.466157
1225.000000	-1525.000000	-0.687074
1225.000000	-1475.000000	-1.014528
1225.000000	-1425.000000	-0.703570
1225.000000	-1375.000000	-0.344219
1225.000000	-1325.000000	0.529872
1225.000000	-1275.000000	1.559359
1225.000000	-1225.000000	0.982454
1225.000000	-1175.000000	1.736239
1225.000000	-1125.000000	2.130141
1225.000000	-1075.000000	0.168428
1225.000000	-1025.000000	-4.357431
1225.000000	-975.000000	-8.362400
1225.000000	-925.000000	-9.659162
1225.000000	-875.000000	-10.434421
1225.000000	-825.000000	-10.465566
1225.000000	-775.000000	-15.000000
1225.000000	-475.000000	-14.996107
1225.000000	-425.000000	-15.000000
