X	Y	eta_m
-525.000000	1825.000000	6.796458
-525.000000	1875.000000	7.473060
-525.000000	1925.000000	7.376483
-525.000000	1975.000000	7.453109
-475.000000	-1975.000000	1.024089
-475.000000	-1925.000000	1.041008
-475.000000	-1875.000000	1.055921
-475.000000	-1825.000000	1.023947
-475.000000	-1775.000000	1.070691
-475.000000	-1725.000000	1.088295
-475.000000	-1675.000000	1.081303
-475.000000	-1625.000000	1.062631
-475.000000	-1575.000000	1.088832
-475.000000	-1525.000000	1.078969
-475.000000	-1475.000000	1.055943
-475.000000	-1425.000000	1.034810
-475.000000	-1375.000000	1.010819
-475.000000	-1325.000000	0.978695
-475.000000	-1275.000000	0.944160
-475.000000	-1225.000000	0.906052
-475.000000	-1175.000000	0.889050
-475.000000	-1125.000000	0.807003
-475.000000	-1075.000000	0.751281
-475.000000	-1025.000000	0.718893
-475.000000	-975.000000	0.635951
-475.000000	-925.000000	0.581208
-475.000000	-875.000000	0.452442
-475.000000	-825.000000	0.412255
-475.000000	-775.000000	0.339387
-475.000000	-725.000000	0.237459
-475.000000	-675.000000	0.133059
-475.000000	-625.000000	0.100000
-475.000000	-575.000000	0.093555
-475.000000	-525.000000	0.056503
-475.000000	-475.000000	-0.098603
-475.000000	-425.000000	-2.394342
-475.000000	825.000000	-5.000000
-475.000000	875.000000	-0.020383
-475.000000	925.000000	0.221734
-475.000000	975.000000	0.299834
-475.000000	1025.000000	0.293746
-475.000000	1075.000000	0.317269
-475.000000	1125.000000	0.357656
-475.000000	1175.000000	0.420002
-475.000000	1225.000000	0.514681
-475.000000	1275.000000	0.640919
-475.000000	1325.000000	0.810761
-475.000000	1375.000000	1.340484
-475.000000	1425.000000	1.631446
-475.000000	1475.000000	2.275269
-475.000000	1525.000000	3.124473
-475.000000	1575.000000	5.000000
-475.000000	1625.000000	6.074454
-475.000000	1675.000000	6.744296
-475.000000	1725.000000	7.866751
-475.000000	1775.000000	7.973853
-475.000000	1825.000000	8.332263
-475.000000	1875.000000	8.412022
-475.000000	1925.000000	8.578655
-475.000000	1975.000000	8.578899
-425.000000	-1975.000000	1.636045
-425.000000	-1925.000000	1.591114
-425.000000	-1875.000000	1.613379
-425.000000	-1825.000000	1.557090
-425.000000	-1775.000000	1.478107
-425.000000	-1725.000000	1.456293
-425.000000	-1675.000000	1.405844
-425.000000	-1625.000000	1.296646
-425.000000	-1575.000000	1.255780
-425.000000	-1525.000000	1.222578
-425.000000	-1475.000000	1.182830
-425.000000	-1425.000000	1.139016
-425.000000	-1375.000000	1.052543
-425.000000	-1325.000000	1.026089
-425.000000	-1275.000000	0.998941
-425.000000	-1225.000000	0.963210
-425.000000	-1175.000000	0.950131
-425.000000	-1125.000000	0.867687
-425.000000	-1075.000000	0.811774
-425.000000	-1025.000000	0.813834
-425.000000	-975.000000	0.757176
-425.000000	-925.000000	0.736835
-425.000000	-875.000000	0.609611
-425.000000	-825.000000	0.510481
-425.000000	-775.000000	0.452500
-425.000000	-725.000000	0.332244
-425.000000	-675.000000	0.214373
-425.000000	-625.000000	0.100000
-425.000000	-575.000000	0.097720
-425.000000	-525.000000	0.067581
-425.000000	-475.000000	-0.994875
-425.000000	875.000000	-1.769416
-425.000000	925.000000	0.028645
-425.000000	975.000000	0.526496
-425.000000	1025.000000	0.487080
-425.000000	1075.000000	0.543934
-425.000000	1125.000000	0.728786
-425.000000	1175.000000	0.909748
-425.000000	1225.000000	1.161020
-425.000000	1275.000000	1.454144
-425.000000	1325.000000	1.844939
-425.000000	1375.000000	2.743852
-425.000000	1425.000000	3.217205
-425.000000	1475.000000	5.000000
-425.000000	1525.000000	5.706760
-425.000000	1575.000000	6.516356
-425.000000	1625.000000	7.812973
-425.000000	1675.000000	8.163547
-425.000000	1725.000000	8.793752
-425.000000	1775.000000	8.806954
-425.000000	1825.000000	8.975681
-425.000000	1875.000000	8.981091
-425.000000	1925.000000	8.987774
-425.000000	1975.000000	8.990267
-375.000000	-1975.000000	2.483152
-375.000000	-1925.000000	2.435746
-375.000000	-1875.000000	2.426683
-375.000000	-1825.000000	2.153668
-375.000000	-1775.000000	2.001926
-375.000000	-1725.000000	1.801859
-375.000000	-1675.000000	1.649898
-375.000000	-1625.000000	1.431671
-375.000000	-1575.000000	1.302646
-375.000000	-1525.000000	1.216275
-375.000000	-1475.000000	1.131348
-375.000000	-1425.000000	1.051825
-375.000000	-1375.000000	0.987602
-375.000000	-1325.000000	0.969982
-375.000000	-1275.000000	0.939418
-375.000000	-1225.000000	0.912104
-375.000000	-1175.000000	0.925017
-375.000000	-1125.000000	0.868767
-375.000000	-1075.000000	0.825329
-375.000000	-1025.000000	0.811535
-375.000000	-975.000000	0.778618
-375.000000	-925.000000	0.780425
-375.000000	-875.000000	0.738545
-375.000000	-825.000000	0.645951
-375.000000	-775.000000	0.608835
-375.000000	-725.000000	0.448269
-375.000000	-675.000000	0.309335
-375.000000	-625.000000	0.142272
-375.000000	-575.000000	0.094441
-375.000000	-525.000000	-0.008200
-375.000000	-475.000000	-2.189068
-375.000000	925.000000	-1.037663
-375.000000	975.000000	0.844884
-375.000000	1025.000000	0.785212
-375.000000	1075.000000	0.799494
-375.000000	1125.000000	1.189914
-375.000000	1175.000000	1.536936
-375.000000	1225.000000	1.896347
-375.000000	1275.000000	2.416823
-375.000000	1325.000000	3.105621
-375.000000	1375.000000	4.591208
-375.000000	1425.000000	5.181522
-375.000000	1475.000000	6.283760
-375.000000	1525.000000	7.421559
-375.000000	1575.000000	8.002839
-375.000000	1625.000000	8.784589
-375.000000	1675.000000	8.776063
-375.000000	1725.000000	8.979538
-375.000000	1775.000000	8.840584
-375.000000	1825.000000	8.674946
-375.000000	1875.000000	8.702795
-375.000000	1925.000000	8.665519
-375.000000	1975.000000	8.666820
-325.000000	-1975.000000	4.310579
-325.000000	-1925.000000	3.904828
-325.000000	-1875.000000	3.335649
-325.000000	-1825.000000	2.888460
-325.000000	-1775.000000	2.405041
-325.000000	-1725.000000	2.050597
-325.000000	-1675.000000	1.733456
-325.000000	-1625.000000	1.437159
-325.000000	-1575.000000	1.248070
-325.000000	-1525.000000	1.101829
-325.000000	-1475.000000	0.999421
-325.000000	-1425.000000	0.897079
-325.000000	-1375.000000	0.863329
-325.000000	-1325.000000	0.829604
-325.000000	-1275.000000	0.808054
-325.000000	-1225.000000	0.781651
-325.000000	-1175.000000	0.804471
-325.000000	-1125.000000	0.768533
-325.000000	-1075.000000	0.738849
-325.000000	-1025.000000	0.750593
-325.000000	-975.000000	0.753604
-325.000000	-925.000000	0.758287
-325.000000	-875.000000	0.793006
-325.000000	-825.000000	0.761761
-325.000000	-775.000000	0.825868
-325.000000	-725.000000	0.512857
-325.000000	-675.000000	0.408219
-325.000000	-625.000000	0.270296
-325.000000	-575.000000	0.127691
-325.000000	-525.000000	-0.005590
-325.000000	-475.000000	-5.000000
-325.000000	925.000000	-5.000000
-325.000000	975.000000	1.099968
-325.000000	1025.000000	1.100829
